6.74882037e+00 2.52638797e-02 1.11338110e-07 8.57000000e-04 1.53227911e-07 1.33820465e-03 2.36844606e-13 1.57338636e+01
6.82723352e+00 3.29551026e-02 1.16713969e-07 8.27000000e-04 1.59731467e-07 1.28744417e-03 2.46621094e-13 1.69298555e+01
6.90564667e+00 4.29176476e-02 1.22074549e-07 7.98000000e-04 1.66691168e-07 1.24449928e-03 2.57393924e-13 1.83213690e+01
6.98405981e+00 5.58030981e-02 1.27396672e-07 7.70000000e-04 1.73148069e-07 1.19961335e-03 2.66405875e-13 1.97299118e+01
7.06247296e+00 7.24454404e-02 1.32657952e-07 7.43000000e-04 1.78929060e-07 1.15222886e-03 2.73115952e-13 2.11168266e+01
7.14088611e+00 9.39112353e-02 1.37836913e-07 7.16000000e-04 1.84954006e-07 1.10829469e-03 2.80313147e-13 2.27035814e+01
7.21929926e+00 1.21563462e-01 1.42914066e-07 6.90000000e-04 1.90487705e-07 1.06426623e-03 2.85750295e-13 2.43251169e+01
7.29771240e+00 1.57143261e-01 1.47871386e-07 6.65000000e-04 1.95927276e-07 1.02360937e-03 2.90625539e-13 2.60882908e+01
7.37612555e+00 2.02873995e-01 1.52692456e-07 6.40000000e-04 2.01045400e-07 9.81903021e-04 2.94372915e-13 2.79548124e+01
7.45453870e+00 2.61592915e-01 1.57363215e-07 6.16000000e-04 2.05906874e-07 9.42480269e-04 2.97121799e-13 2.99441186e+01
7.53295185e+00 3.36918968e-01 1.61871348e-07 5.93000000e-04 2.10440813e-07 9.04942985e-04 2.98690701e-13 3.20447128e+01
7.61136500e+00 4.33466241e-01 1.66206476e-07 5.70000000e-04 2.14789377e-07 8.67461921e-04 2.99639643e-13 3.43239812e+01
7.68977814e+00 5.57115650e-01 1.70360586e-07 5.48000000e-04 2.18875370e-07 8.32294979e-04 2.99684683e-13 3.67615627e+01
7.76819129e+00 7.15363113e-01 1.74327501e-07 5.27000000e-04 2.22462236e-07 7.98106918e-04 2.98137392e-13 3.92741151e+01
7.84660444e+00 9.17760200e-01 1.78102791e-07 5.06000000e-04 2.25985298e-07 7.64578009e-04 2.96464490e-13 4.20547069e+01
7.92501759e+00 1.17647352e+00 1.81683945e-07 4.86000000e-04 2.29136588e-07 7.32745647e-04 2.93678063e-13 4.49795914e+01
8.00343073e+00 1.50699702e+00 1.85069898e-07 4.66000000e-04 2.32205455e-07 7.01267616e-04 2.90788492e-13 4.82095536e+01
8.08184388e+00 1.92905747e+00 1.88261244e-07 4.47000000e-04 2.34869106e-07 6.71258334e-04 2.86762666e-13 5.15890879e+01
8.16025703e+00 2.46776895e+00 1.91259863e-07 4.29000000e-04 2.37135174e-07 6.42784067e-04 2.81663990e-13 5.51152594e+01
8.23867018e+00 3.15510937e+00 1.94068727e-07 4.11000000e-04 2.39377614e-07 6.14739994e-04 2.76755746e-13 5.90375806e+01
8.31708332e+00 4.03178467e+00 1.96691953e-07 3.94000000e-04 2.41223400e-07 5.88162117e-04 2.70848962e-13 6.31240716e+01
8.39549647e+00 5.14960149e+00 1.99134416e-07 3.78000000e-04 2.42662774e-07 5.63042532e-04 2.63963457e-13 6.73521785e+01
8.47390962e+00 6.57448521e+00 2.01401625e-07 3.61000000e-04 2.44527921e-07 5.37152860e-04 2.58762557e-13 7.24292925e+01
8.55232277e+00 8.39031643e+00 2.03499975e-07 3.46000000e-04 2.45594330e-07 5.13823917e-04 2.51384526e-13 7.73356526e+01
8.63073591e+00 1.07038337e+01 2.05436079e-07 3.31000000e-04 2.46699142e-07 4.90797679e-04 2.44493854e-13 8.28177373e+01
8.70914906e+00 1.36508753e+01 2.07216978e-07 3.16000000e-04 2.47867054e-07 4.68038713e-04 2.38156289e-13 8.89774301e+01
8.78756221e+00 1.74042703e+01 2.08849921e-07 3.02000000e-04 2.48663121e-07 4.46699259e-04 2.31056332e-13 9.53694189e+01
8.86597536e+00 2.21838894e+01 2.10342274e-07 2.89000000e-04 2.49077507e-07 4.26778381e-04 2.23197457e-13 1.01936247e+02
8.94438851e+00 2.82694221e+01 2.11701459e-07 2.76000000e-04 2.49583292e-07 4.07085694e-04 2.15996682e-13 1.09313497e+02
9.02280165e+00 3.60166270e+01 2.12934892e-07 2.63000000e-04 2.50199440e-07 3.87585447e-04 2.09488155e-13 1.17646247e+02
9.10121480e+00 4.58781335e+01 2.14049923e-07 2.51000000e-04 2.50446778e-07 3.69484497e-04 2.02282681e-13 1.26223624e+02
9.17962795e+00 5.84297902e+01 2.15053710e-07 2.40000000e-04 2.50311409e-07 3.52791384e-04 1.94376139e-13 1.34935983e+02
9.25804110e+00 7.44040850e+01 2.15953168e-07 2.28000000e-04 2.50825196e-07 3.35010654e-04 1.88649078e-13 1.45865023e+02
9.33645424e+00 9.47326883e+01 2.16755050e-07 2.18000000e-04 2.50437731e-07 3.19876387e-04 1.80784639e-13 1.55864671e+02
9.41486739e+00 1.20600521e+02 2.17465789e-07 2.07000000e-04 2.50737281e-07 3.03129209e-04 1.75136818e-13 1.68539780e+02
9.49328054e+00 1.53514631e+02 2.18091582e-07 1.97000000e-04 2.50655822e-07 2.88447657e-04 1.68792196e-13 1.81483502e+02
9.57169369e+00 1.95392285e+02 2.18638285e-07 1.88000000e-04 2.50174835e-07 2.75113001e-04 1.61724484e-13 1.94453317e+02
9.65010683e+00 2.48672237e+02 2.19111402e-07 1.79000000e-04 2.49852836e-07 2.62446141e-04 1.55409279e-13 2.09142012e+02
9.72851998e+00 3.16456249e+02 2.19516101e-07 1.70000000e-04 2.49709182e-07 2.48404522e-04 1.49848117e-13 2.25884370e+02
9.80693313e+00 4.02689106e+02 2.19857247e-07 1.62000000e-04 2.49140093e-07 2.36731576e-04 1.43518935e-13 2.42514110e+02
9.88534628e+00 5.12387391e+02 2.20139345e-07 1.54000000e-04 2.48748142e-07 2.24862255e-04 1.37919176e-13 2.61424304e+02
9.96375943e+00 6.51931634e+02 2.20366603e-07 1.46000000e-04 2.48547066e-07 2.13276082e-04 1.33045513e-13 2.83070797e+02
1.00421726e+01 8.29438544e+02 2.20542872e-07 1.39000000e-04 2.47883835e-07 2.02795305e-04 1.27334377e-13 3.04281270e+02
1.01205857e+01 1.05523147e+03 2.20671651e-07 1.32000000e-04 2.47403275e-07 1.92451140e-04 1.22313146e-13 3.28458764e+02
1.01989989e+01 1.34243947e+03 2.20756166e-07 1.25000000e-04 2.47124761e-07 1.82144221e-04 1.17977237e-13 3.56213362e+02
1.02774120e+01 1.70775887e+03 2.20799292e-07 1.18000000e-04 2.47054631e-07 1.71950901e-04 1.14328291e-13 3.88311800e+02
1.03558252e+01 2.17242161e+03 2.20803720e-07 1.12000000e-04 2.46462082e-07 1.63176272e-04 1.09720059e-13 4.19394654e+02
1.04342383e+01 2.76343433e+03 2.20771793e-07 1.06000000e-04 2.46070720e-07 1.54395950e-04 1.05753822e-13 4.55119112e+02
1.05126515e+01 3.51514930e+03 2.20705585e-07 1.01000000e-04 2.45082821e-07 1.46999344e-04 1.00737619e-13 4.88295792e+02
1.05910646e+01 4.47125532e+03 2.20606908e-07 9.60000000e-05 2.44277062e-07 1.39649056e-04 9.63154249e-14 5.26027324e+02
