7.47930043e+00 7.47930043e+00 1.79669930e-07 6.16000000e-04 2.22552229e-07 6.16142086e-04 6.16142086e-04 3.20963864e-13 2.77085917e+01 1.87976031e-15 4.03392018e+01
7.51684553e+00 7.51684553e+00 1.82717257e-07 6.05000000e-04 2.22513484e-07 6.05102451e-04 6.05102451e-04 3.11022582e-13 2.75560183e+01 1.67088437e-15 3.93745710e+01
7.55439062e+00 7.55439062e+00 1.85757650e-07 5.94000000e-04 2.22466247e-07 5.94038034e-04 5.94038034e-04 3.00371176e-13 2.73273099e+01 1.47602231e-15 2.76506961e+01
7.59193571e+00 7.59193571e+00 1.88790295e-07 5.82000000e-04 2.22568009e-07 5.82099131e-04 5.82099131e-04 2.89719590e-13 2.70817565e+01 1.30099501e-15 4.27207732e+01
7.62948080e+00 7.62948080e+00 1.91816327e-07 5.72000000e-04 2.22397555e-07 5.72020357e-04 5.72020357e-04 2.76938058e-13 2.66120814e+01 1.12734857e-15 3.84454028e+01
7.66702589e+00 7.66702589e+00 1.94834887e-07 5.61000000e-04 2.22404866e-07 5.61059511e-04 5.61059511e-04 2.64156344e-13 2.61088674e+01 9.72966861e-16 3.43895488e+01
7.70457099e+00 7.70457099e+00 1.97845670e-07 5.50000000e-04 2.22321240e-07 5.50061049e-04 5.50061049e-04 2.49954405e-13 2.54240980e+01 8.26778799e-16 3.16825874e+01
7.74211608e+00 7.74211608e+00 2.00849486e-07 5.40000000e-04 2.22462216e-07 5.40019153e-04 5.40019153e-04 2.35752503e-13 2.46899981e+01 6.98485088e-16 3.68367206e+01
7.77966117e+00 7.77966117e+00 2.03846070e-07 5.29000000e-04 2.22309949e-07 5.29041429e-04 5.29041429e-04 2.18710122e-13 2.35955289e+01 5.71026111e-16 3.82035274e+01
7.81720626e+00 7.81720626e+00 2.06835200e-07 5.19000000e-04 2.22435195e-07 5.19033937e-04 5.19033937e-04 2.01667841e-13 2.24233990e+01 4.61458708e-16 4.00804180e+01
7.85475136e+00 7.85475136e+00 2.09817371e-07 5.09000000e-04 2.22419865e-07 5.09026262e-04 5.09026262e-04 1.81785120e-13 2.08416990e+01 3.56521339e-16 4.05002914e+01
7.89229645e+00 7.89229645e+00 2.12792794e-07 4.99000000e-04 2.22390902e-07 4.99018959e-04 4.99018959e-04 1.59061993e-13 1.88125880e+01 2.59641011e-16 4.21266342e+01
7.92984154e+00 7.92984154e+00 2.15760789e-07 4.89000000e-04 2.22489514e-07 4.89012540e-04 4.89012540e-04 1.33498447e-13 1.62950892e+01 1.74030400e-16 4.28578287e+01
7.96738663e+00 7.96738663e+00 2.18721737e-07 4.79000000e-04 2.22436938e-07 4.79006970e-04 4.79006970e-04 9.94136755e-14 1.25289218e+01 9.18647996e-17 4.45325448e+01
8.00493172e+00 8.00493172e+00 2.21675998e-07 4.70000000e-04 2.22449845e-07 4.70001268e-04 4.70001268e-04 4.54462897e-14 5.91604973e+00 1.82832442e-17 4.61675881e+01
