7.0000e+00 5.8853e-02 1.2848e-07 7.6564e-04 1.4827e-07 9.5010e-04 1.7591e-13 1.3138e+01 3.1232e-15 1.3137e+01 6.9622e-06 1.6529e+02 9.2035e+05
7.0500e+00 6.9509e-02 1.3183e-07 7.4806e-04 1.5198e-07 9.2854e-04 1.7969e-13 1.3794e+01 3.0176e-15 1.3797e+01 7.2123e-06 1.8301e+02 8.2304e+05
7.1000e+00 8.2042e-02 1.3516e-07 7.3078e-04 1.5556e-07 9.0665e-04 1.8289e-13 1.4451e+01 2.8995e-15 1.4455e+01 7.4338e-06 2.0176e+02 7.3395e+05
7.1500e+00 9.6779e-02 1.3844e-07 7.1379e-04 1.5906e-07 8.8502e-04 1.8579e-13 1.5131e+01 2.7795e-15 1.5138e+01 7.6473e-06 2.2215e+02 6.5466e+05
7.2000e+00 1.1410e-01 1.4168e-07 6.9709e-04 1.6256e-07 8.6420e-04 1.8868e-13 1.5860e+01 2.6669e-15 1.5853e+01 7.8779e-06 2.4510e+02 5.8599e+05
7.2500e+00 1.3444e-01 1.4488e-07 6.8068e-04 1.6600e-07 8.4382e-04 1.9135e-13 1.6623e+01 2.5559e-15 1.6624e+01 8.1097e-06 2.7043e+02 5.2526e+05
7.3000e+00 1.5832e-01 1.4802e-07 6.6455e-04 1.6933e-07 8.2353e-04 1.9361e-13 1.7406e+01 2.4417e-15 1.7396e+01 8.3252e-06 2.9775e+02 4.7049e+05
7.3500e+00 1.8636e-01 1.5111e-07 6.4870e-04 1.7259e-07 8.0364e-04 1.9563e-13 1.8224e+01 2.3296e-15 1.8234e+01 8.5397e-06 3.2778e+02 4.2191e+05
7.4000e+00 2.1923e-01 1.5414e-07 6.3314e-04 1.7578e-07 7.8422e-04 1.9744e-13 1.9084e+01 2.2206e-15 1.9092e+01 8.7557e-06 3.6091e+02 3.7893e+05
7.4500e+00 2.5778e-01 1.5710e-07 6.1785e-04 1.7891e-07 7.6527e-04 1.9906e-13 1.9989e+01 2.1155e-15 1.9989e+01 8.9763e-06 3.9761e+02 3.4093e+05
7.5000e+00 3.0298e-01 1.6001e-07 6.0283e-04 1.8190e-07 7.4634e-04 2.0019e-13 2.0911e+01 2.0078e-15 2.0918e+01 9.1723e-06 4.3688e+02 3.0629e+05
7.5500e+00 3.5593e-01 1.6284e-07 5.8809e-04 1.8484e-07 7.2802e-04 2.0124e-13 2.1892e+01 1.9063e-15 2.1887e+01 9.3805e-06 4.8074e+02 2.7590e+05
7.6000e+00 4.1795e-01 1.6560e-07 5.7362e-04 1.8765e-07 7.0981e-04 2.0183e-13 2.2895e+01 1.8042e-15 2.2905e+01 9.5676e-06 5.2788e+02 2.4829e+05
7.6500e+00 4.9059e-01 1.6828e-07 5.5940e-04 1.9042e-07 6.9223e-04 2.0240e-13 2.3970e+01 1.7092e-15 2.3960e+01 9.7727e-06 5.8082e+02 2.2412e+05
7.7000e+00 5.7562e-01 1.7090e-07 5.4545e-04 1.9304e-07 6.7470e-04 2.0249e-13 2.5064e+01 1.6135e-15 2.5068e+01 9.9518e-06 6.3748e+02 2.0201e+05
7.7500e+00 6.7512e-01 1.7343e-07 5.3176e-04 1.9561e-07 6.5771e-04 2.0248e-13 2.6227e+01 1.5235e-15 2.6220e+01 1.0142e-05 7.0061e+02 1.8250e+05
7.8000e+00 7.9153e-01 1.7589e-07 5.1833e-04 1.9804e-07 6.4088e-04 2.0209e-13 2.7422e+01 1.4346e-15 2.7426e+01 1.0312e-05 7.6871e+02 1.6475e+05
7.8500e+00 9.2773e-01 1.7827e-07 5.0516e-04 2.0040e-07 6.2447e-04 2.0154e-13 2.8680e+01 1.3503e-15 2.8687e+01 1.0486e-05 8.4384e+02 1.4893e+05
7.9000e+00 1.0870e+00 1.8057e-07 4.9223e-04 2.0268e-07 6.0846e-04 2.0083e-13 3.0005e+01 1.2703e-15 2.9996e+01 1.0663e-05 9.2686e+02 1.3482e+05
7.9500e+00 1.2731e+00 1.8279e-07 4.7956e-04 2.0484e-07 5.9266e-04 1.9982e-13 3.1376e+01 1.1926e-15 3.1367e+01 1.0825e-05 1.0169e+03 1.2201e+05
8.0000e+00 1.4908e+00 1.8493e-07 4.6714e-04 2.0690e-07 5.7719e-04 1.9859e-13 3.2806e+01 1.1182e-15 3.2803e+01 1.0982e-05 1.1154e+03 1.1047e+05
8.0500e+00 1.7452e+00 1.8700e-07 4.5495e-04 2.0888e-07 5.6204e-04 1.9721e-13 3.4308e+01 1.0477e-15 3.4300e+01 1.1140e-05 1.2239e+03 1.0012e+05
8.1000e+00 2.0424e+00 1.8898e-07 4.4301e-04 2.1076e-07 5.4719e-04 1.9562e-13 3.5873e+01 9.8037e-16 3.5865e+01 1.1290e-05 1.3423e+03 9.0767e+04
8.1500e+00 2.3897e+00 1.9089e-07 4.3131e-04 2.1255e-07 5.3266e-04 1.9387e-13 3.7512e+01 9.1651e-16 3.7503e+01 1.1438e-05 1.4723e+03 8.2337e+04
8.2000e+00 2.7953e+00 1.9272e-07 4.1985e-04 2.1425e-07 5.1840e-04 1.9194e-13 3.9223e+01 8.5577e-16 3.9213e+01 1.1579e-05 1.6144e+03 7.4712e+04
8.2500e+00 3.2691e+00 1.9447e-07 4.0862e-04 2.1586e-07 5.0445e-04 1.8986e-13 4.1013e+01 7.9831e-16 4.1006e+01 1.1717e-05 1.7701e+03 6.7828e+04
8.3000e+00 3.8223e+00 1.9614e-07 3.9762e-04 2.1738e-07 4.9076e-04 1.8761e-13 4.2879e+01 7.4375e-16 4.2884e+01 1.1849e-05 1.9403e+03 6.1586e+04
8.3500e+00 4.4684e+00 1.9775e-07 3.8685e-04 2.1883e-07 4.7744e-04 1.8532e-13 4.4850e+01 6.9285e-16 4.4840e+01 1.1986e-05 2.1284e+03 5.5986e+04
8.4000e+00 5.2225e+00 1.9928e-07 3.7630e-04 2.2018e-07 4.6431e-04 1.8283e-13 4.6892e+01 6.4429e-16 4.6898e+01 1.2110e-05 2.3328e+03 5.0871e+04
