1.03240062e+01 1.97030766e+03 2.20804290e-07 1.13808268e-04 2.20804466e-07 1.13808615e-04 2.90853923e-16 1.05968820e+00 3.63201738e-22 3.87026763e+02 -5.36130042e-10 2.46103139e-01 2.10643011e-02
1.03277970e+01 1.99336444e+03 2.20804294e-07 1.13574210e-04 2.20804506e-07 1.13574629e-04 3.18915117e-16 1.16858363e+00 4.35721048e-22 3.88223421e+02 -1.33261807e-09 5.16682240e-01 2.52700825e-02
1.03260659e+01 1.98280194e+03 2.20804304e-07 1.13690200e-04 2.20804559e-07 1.13690703e-04 3.49683474e-16 1.27798719e+00 5.25020485e-22 3.87629054e+02 -2.21637661e-09 8.16038130e-01 3.04491609e-02
1.03247020e+01 1.97451938e+03 2.20804302e-07 1.13806190e-04 2.20804608e-07 1.13806795e-04 3.83420304e-16 1.39840710e+00 6.31324766e-22 3.87036110e+02 -3.28452765e-09 1.17196203e+00 3.66144064e-02
1.03236274e+01 1.96801809e+03 2.20804296e-07 1.13922180e-04 2.20804663e-07 1.13922908e-04 4.20412000e-16 1.53084121e+00 7.60039444e-22 3.86444569e+02 -4.57507372e-09 1.60480339e+00 4.40794289e-02
1.03275023e+01 1.99156260e+03 2.20804294e-07 1.13574210e-04 2.20804738e-07 1.13575084e-04 4.60972596e-16 1.68836726e+00 9.10127883e-22 3.88221193e+02 -6.21436086e-09 2.16395609e+00 5.27837722e-02
1.03258337e+01 1.98138969e+03 2.20804302e-07 1.13690200e-04 2.20804834e-07 1.13691250e-04 5.05446402e-16 1.84660732e+00 1.09537987e-21 3.87626394e+02 -8.06924892e-09 2.78413723e+00 6.35277100e-02
1.03245190e+01 1.97341126e+03 2.20804300e-07 1.13806190e-04 2.20804939e-07 1.13807454e-04 5.54210957e-16 2.02075616e+00 1.32056846e-21 3.87032924e+02 -1.03087591e-08 3.54193196e+00 7.65879856e-02
1.03281958e+01 1.99580616e+03 2.20804291e-07 1.13574210e-04 2.20805062e-07 1.13575733e-04 6.07680225e-16 2.22802931e+00 1.58208229e-21 3.88218051e+02 -1.31638460e-08 4.51579751e+00 9.17544685e-02
1.03263801e+01 1.98471527e+03 2.20804306e-07 1.13690200e-04 2.20805231e-07 1.13692028e-04 6.66308120e-16 2.43630802e+00 1.90244422e-21 3.87622656e+02 -1.63901130e-08 5.58536454e+00 1.10334184e-01
1.03249496e+01 1.97602041e+03 2.20804306e-07 1.13806190e-04 2.20805417e-07 1.13808388e-04 7.30592324e-16 2.66560427e+00 2.29232733e-21 3.87028457e+02 -2.02848149e-08 6.89501475e+00 1.32946164e-01
