8.00844947e+00 1.53103009e+00 1.85277099e-07 4.64000000e-04 2.22541779e-07 4.64078167e-04 4.64078167e-04 2.58475638e-13 4.30789778e+01 8.36040763e-16 4.24997528e+01
8.19220770e+00 2.72778935e+00 1.92424544e-07 4.21000000e-04 2.22540341e-07 4.21051525e-04 4.21051525e-04 2.27231394e-13 4.60496097e+01 5.38224369e-16 5.26429267e+01
8.37596592e+00 4.84531719e+00 1.98540644e-07 3.81000000e-04 2.22350445e-07 3.81036323e-04 3.81036323e-04 1.95987203e-13 4.88906528e+01 3.37335488e-16 6.01091043e+01
8.55972414e+00 8.58545880e+00 2.03687944e-07 3.43000000e-04 2.22442825e-07 3.43027056e-04 3.43027056e-04 1.67582978e-13 5.20320738e+01 2.09745953e-16 7.16439460e+01
8.74348237e+00 1.51833581e+01 2.07948641e-07 3.09000000e-04 2.22357285e-07 3.09019401e-04 3.09019401e-04 1.40599537e-13 5.48750887e+01 1.26538548e-16 8.41683918e+01
8.92724059e+00 2.68100859e+01 2.11414769e-07 2.78000000e-04 2.22318535e-07 2.78009378e-04 2.78009378e-04 1.16456239e-13 5.76403425e+01 7.48592645e-17 9.95358191e+01
9.11099882e+00 4.72841165e+01 2.14181190e-07 2.49000000e-04 2.22525131e-07 2.49013751e-04 2.49013751e-04 9.65735021e-14 6.10905678e+01 4.45964468e-17 1.18023842e+02
9.29475704e+00 8.33144903e+01 2.16341305e-07 2.22000000e-04 2.22460524e-07 2.22009503e-04 2.22009503e-04 7.81109257e-14 6.35822112e+01 2.53608398e-17 1.40881972e+02
9.47851526e+00 1.46696081e+02 2.17981732e-07 1.99000000e-04 2.22402632e-07 1.99003305e-04 1.99003305e-04 6.24887794e-14 6.58426890e+01 1.39401502e-17 1.66507241e+02
9.66227349e+00 2.58149308e+02 2.19181570e-07 1.76000000e-04 2.22535875e-07 1.76001208e-04 1.76001208e-04 5.11270255e-14 7.00911402e+01 8.31674956e-18 2.00682840e+02
9.84603171e+00 4.54089613e+02 2.20009801e-07 1.57000000e-04 2.22322257e-07 1.57004180e-04 1.57004180e-04 3.97655953e-14 7.12422765e+01 4.37938834e-18 2.38569768e+02
1.00297899e+01 7.98489893e+02 2.20525731e-07 1.39000000e-04 2.22467922e-07 1.39006279e-04 1.39006279e-04 3.40848064e-14 8.01039992e+01 2.80465664e-18 2.86683817e+02
1.02135482e+01 1.40374826e+03 2.20778279e-07 1.22000000e-04 2.22323597e-07 1.22000589e-04 1.22000589e-04 2.84039168e-14 8.78505999e+01 1.70357505e-18 3.48809399e+02
1.03973064e+01 2.46733914e+03 2.20808238e-07 1.08000000e-04 2.22584639e-07 1.08011715e-04 1.08011715e-04 2.84039952e-14 1.15941611e+02 1.48957044e-18 4.18829748e+02
1.05810646e+01 4.33613628e+03 2.20646983e-07 9.50000000e-05 2.22303588e-07 9.50005512e-05 9.50005512e-05 2.55635827e-14 1.38051097e+02 1.05491563e-18 5.07470834e+02
