6.74882037e+00 2.68400963e-02 1.20128868e-07 8.68000000e-04 1.53213493e-07 8.68126275e-04 2.29392818e-13 1.35933090e+01
6.85395305e+00 3.84980605e-02 1.28554935e-07 8.28500000e-04 1.63026247e-07 8.28513416e-04 2.43960913e-13 1.50177455e+01
6.95908573e+00 5.50881814e-02 1.37087035e-07 7.89500000e-04 1.73359678e-07 7.89618715e-04 2.59746254e-13 1.67032911e+01
7.06421841e+00 7.86521007e-02 1.45685446e-07 7.52500000e-04 1.83443815e-07 7.52508716e-04 2.73903899e-13 1.85017256e+01
7.16935109e+00 1.12065362e-01 1.54313910e-07 7.16000000e-04 1.93537140e-07 7.16113557e-04 2.87487833e-13 2.05089168e+01
7.27448377e+00 1.59376875e-01 1.62942463e-07 6.81000000e-04 2.03489624e-07 6.81123759e-04 2.99871811e-13 2.27114767e+01
7.37961644e+00 2.26286943e-01 1.71547216e-07 6.47500000e-04 2.13297990e-07 6.47567875e-04 3.11048133e-13 2.51372738e+01
7.48474912e+00 3.20819513e-01 1.80110855e-07 6.15000000e-04 2.22956330e-07 6.15038250e-04 3.21050819e-13 2.78191542e+01
7.58988180e+00 4.54266974e-01 1.88622672e-07 5.83500000e-04 2.32532435e-07 5.83556316e-04 3.30147342e-13 3.08139826e+01
7.69501448e+00 6.42515235e-01 1.97077692e-07 5.53000000e-04 2.41954435e-07 5.53098089e-04 3.38081510e-13 3.41353253e+01
7.80014716e+00 9.07896084e-01 2.05475320e-07 5.24000000e-04 2.51154468e-07 5.24049234e-04 3.44564857e-13 3.77871307e+01
7.90527984e+00 1.28176416e+00 2.13816936e-07 4.96000000e-04 2.60248008e-07 4.96021420e-04 3.50100756e-13 4.18577914e+01
8.01041252e+00 1.80805751e+00 2.22103082e-07 4.69000000e-04 2.69238671e-07 4.69036101e-04 3.54733456e-13 4.63966341e+01
8.11554520e+00 2.54817113e+00 2.30329324e-07 4.43000000e-04 2.78143070e-07 4.43072658e-04 3.58574316e-13 5.14670647e+01
8.22067788e+00 3.58754423e+00 2.38481214e-07 4.18500000e-04 2.86803638e-07 4.18512551e-04 3.61066709e-13 5.70361874e+01
8.32581056e+00 5.04442093e+00 2.46528023e-07 3.94500000e-04 2.95507190e-07 3.94558713e-04 3.63496302e-13 6.33608062e+01
8.43094324e+00 7.08127376e+00 2.54416495e-07 3.72500000e-04 3.03694383e-07 3.72532665e-04 3.63830521e-13 7.01519489e+01
8.53607591e+00 9.91932255e+00 2.62063768e-07 3.51000000e-04 3.11807011e-07 3.51046065e-04 3.64102809e-13 7.78385512e+01
8.64120859e+00 1.38564955e+01 2.69353009e-07 3.31000000e-04 3.19340517e-07 3.31041450e-04 3.62725133e-13 8.61724614e+01
8.74634127e+00 1.92891048e+01 2.76131912e-07 3.12500000e-04 3.26091944e-07 3.12535588e-04 3.59427957e-13 9.51107794e+01
8.85147395e+00 2.67377144e+01 2.82217694e-07 2.95000000e-04 3.32065031e-07 2.95016103e-04 3.54811788e-13 1.04833949e+02
8.95660663e+00 3.68787718e+01 2.87410244e-07 2.78500000e-04 3.37035258e-07 2.78534379e-04 3.48675886e-13 1.15332785e+02
9.06173931e+00 5.05865148e+01 2.91513682e-07 2.63500000e-04 3.40509195e-07 2.63534357e-04 3.39851719e-13 1.26210224e+02
9.16687199e+00 6.89955360e+01 2.94363063e-07 2.49500000e-04 3.42524483e-07 2.49528202e-04 3.29085670e-13 1.37647750e+02
9.27200467e+00 9.36034129e+01 2.95850023e-07 2.36500000e-04 3.42929529e-07 2.36528068e-04 3.16262736e-13 1.49527137e+02
9.37713735e+00 1.26442604e+02 2.95938313e-07 2.25000000e-04 3.41329092e-07 2.25084733e-04 3.00305453e-13 1.61159545e+02
9.48227003e+00 1.70355147e+02 2.94664918e-07 2.14000000e-04 3.38274442e-07 2.14075477e-04 2.83194819e-13 1.73368994e+02
9.58740271e+00 2.29394667e+02 2.92129804e-07 2.03500000e-04 3.33800528e-07 2.03525168e-04 2.64933214e-13 1.86152116e+02
9.69253538e+00 3.09363133e+02 2.88483462e-07 1.93500000e-04 3.27992569e-07 1.93510672e-04 2.45580607e-13 1.99510274e+02
9.79766806e+00 4.18484318e+02 2.83918894e-07 1.84000000e-04 3.21010338e-07 1.84008856e-04 2.25321484e-13 2.13450322e+02
