6.5000e+00 8.7303e-05 1.0480e-06 1.0552e-02 1.2290e-06 1.3149e-02 1.6454e-11 7.3735e-01 5.8105e-12 7.3749e-01 2.3214e-05 -4.9726e-01 3.1551e+06
6.6000e+00 1.2333e-04 1.1227e-06 1.0104e-02 1.3111e-06 1.2555e-02 1.7544e-11 8.0912e-01 5.4910e-12 8.0834e-01 1.8354e-05 -3.9061e-01 2.4252e+06
6.7000e+00 1.7374e-04 1.1983e-06 9.6740e-03 1.3982e-06 1.2043e-02 1.8806e-11 8.9749e-01 5.2792e-12 8.9828e-01 1.3240e-05 -2.4486e-01 1.9174e+06
6.8000e+00 2.4408e-04 1.2744e-06 9.2542e-03 1.4819e-06 1.1503e-02 1.9864e-11 9.8638e-01 4.9608e-12 9.8650e-01 8.4859e-06 -8.1210e-02 1.4980e+06
6.9000e+00 3.4200e-04 1.3503e-06 8.8490e-03 1.5663e-06 1.1000e-02 2.0919e-11 1.0869e+00 4.6645e-12 1.0865e+00 3.6619e-06 1.2412e-01 1.1840e+06
7.0000e+00 4.7794e-04 1.4256e-06 8.4546e-03 1.6484e-06 1.0500e-02 2.1840e-11 1.1939e+00 4.3387e-12 1.1935e+00 -1.0165e-06 3.6697e-01 9.3595e+05
7.1000e+00 6.6627e-04 1.4996e-06 8.0745e-03 1.7279e-06 1.0015e-02 2.2629e-11 1.3088e+00 4.0006e-12 1.3094e+00 -5.6018e-06 6.5562e-01 7.4133e+05
7.2000e+00 9.2660e-04 1.5721e-06 7.7050e-03 1.8063e-06 9.5561e-03 2.3373e-11 1.4381e+00 3.6887e-12 1.4388e+00 -1.0327e-05 1.0148e+00 5.9333e+05
7.3000e+00 1.2858e-03 1.6424e-06 7.3480e-03 1.8814e-06 9.1104e-03 2.3980e-11 1.5780e+00 3.3760e-12 1.5773e+00 -1.5033e-05 1.4456e+00 4.7621e+05
7.4000e+00 1.7804e-03 1.7103e-06 7.0032e-03 1.9528e-06 8.6780e-03 2.4439e-11 1.7291e+00 3.0666e-12 1.7289e+00 -1.9718e-05 1.9596e+00 3.8307e+05
7.5000e+00 2.4605e-03 1.7754e-06 6.6704e-03 2.0202e-06 8.2599e-03 2.4753e-11 1.8926e+00 2.7666e-12 1.8931e+00 -2.4406e-05 2.5735e+00 3.0895e+05
7.6000e+00 3.3943e-03 1.8374e-06 6.3482e-03 2.0840e-06 7.8570e-03 2.4952e-11 2.0718e+00 2.4853e-12 2.0722e+00 -2.9186e-05 3.3156e+00 2.5036e+05
7.7000e+00 4.6746e-03 1.8962e-06 6.0379e-03 2.1436e-06 7.4695e-03 2.5021e-11 2.2670e+00 2.2203e-12 2.2679e+00 -3.4040e-05 4.2058e+00 2.0349e+05
7.8000e+00 6.4282e-03 1.9516e-06 5.7392e-03 2.1992e-06 7.0983e-03 2.4975e-11 2.4806e+00 1.9748e-12 2.4796e+00 -3.9028e-05 5.2785e+00 1.6601e+05
7.9000e+00 8.8274e-03 2.0036e-06 5.4508e-03 2.2503e-06 6.7384e-03 2.4803e-11 2.7124e+00 1.7462e-12 2.7120e+00 -4.4072e-05 6.5594e+00 1.3567e+05
8.0000e+00 1.2107e-02 2.0520e-06 5.1737e-03 2.2972e-06 6.3935e-03 2.4526e-11 2.9655e+00 1.5370e-12 2.9647e+00 -4.9256e-05 8.0967e+00 1.1116e+05
8.1000e+00 1.6587e-02 2.0969e-06 4.9077e-03 2.3398e-06 6.0624e-03 2.4147e-11 3.2413e+00 1.3464e-12 3.2405e+00 -5.4576e-05 9.9369e+00 9.1246e+04
8.2000e+00 2.2701e-02 2.1383e-06 4.6516e-03 2.3784e-06 5.7439e-03 2.3688e-11 3.5432e+00 1.1748e-12 3.5426e+00 -6.0066e-05 1.2149e+01 7.5077e+04
8.3000e+00 3.1041e-02 2.1764e-06 4.4061e-03 2.4131e-06 5.4391e-03 2.3154e-11 3.8734e+00 1.0210e-12 3.8725e+00 -6.5755e-05 1.4803e+01 6.1884e+04
8.4000e+00 4.2413e-02 2.2112e-06 4.1702e-03 2.4440e-06 5.1458e-03 2.2555e-11 4.2344e+00 8.8381e-13 4.2350e+00 -7.1621e-05 1.7987e+01 5.1082e+04
8.5000e+00 5.7909e-02 2.2428e-06 3.9445e-03 2.4715e-06 4.8660e-03 2.1909e-11 4.6307e+00 7.6267e-13 4.6313e+00 -7.7760e-05 2.1821e+01 4.2242e+04
8.6000e+00 7.9017e-02 2.2714e-06 3.7280e-03 2.4957e-06 4.5977e-03 2.1227e-11 5.0665e+00 6.5630e-13 5.0671e+00 -8.4178e-05 2.6446e+01 3.4993e+04
8.7000e+00 1.0776e-01 2.2971e-06 3.5203e-03 2.5169e-06 4.3406e-03 2.0519e-11 5.5466e+00 5.6338e-13 5.5473e+00 -9.0907e-05 3.2032e+01 2.9039e+04
8.8000e+00 1.4689e-01 2.3202e-06 3.3224e-03 2.5352e-06 4.0958e-03 1.9785e-11 6.0732e+00 4.8208e-13 6.0740e+00 -9.7957e-05 3.8759e+01 2.4114e+04
8.9000e+00 2.0015e-01 2.3408e-06 3.1334e-03 2.5509e-06 3.8623e-03 1.9042e-11 6.6540e+00 4.1164e-13 6.6535e+00 -1.0541e-04 4.6901e+01 2.0053e+04
9.0000e+00 2.7261e-01 2.3590e-06 2.9531e-03 2.5641e-06 3.6395e-03 1.8291e-11 7.2931e+00 3.5062e-13 7.2926e+00 -1.1323e-04 5.6737e+01 1.6687e+04
9.1000e+00 3.7119e-01 2.3750e-06 2.7813e-03 2.5751e-06 3.4272e-03 1.7542e-11 7.9983e+00 2.9806e-13 7.9976e+00 -1.2150e-04 6.8653e+01 1.3900e+04
9.2000e+00 5.0528e-01 2.3890e-06 2.6176e-03 2.5841e-06 3.2251e-03 1.6800e-11 8.7772e+00 2.5294e-13 8.7765e+00 -1.3026e-04 8.3110e+01 1.1589e+04
9.3000e+00 6.8764e-01 2.4012e-06 2.4618e-03 2.5914e-06 3.0328e-03 1.6070e-11 9.6384e+00 2.1431e-13 9.6375e+00 -1.3956e-04 1.0068e+02 9.6703e+03
9.4000e+00 9.3561e-01 2.4117e-06 2.3137e-03 2.5968e-06 2.8510e-03 1.5348e-11 1.0586e+01 1.8218e-13 1.0585e+01 -1.4929e-04 1.2286e+02 8.1133e+03
9.5000e+00 1.2728e+00 2.4206e-06 2.1733e-03 2.6013e-06 2.6756e-03 1.4667e-11 1.1652e+01 1.5209e-13 1.1653e+01 -1.6014e-04 1.4662e+02 6.6984e+03
9.6000e+00 1.7312e+00 2.4281e-06 2.0397e-03 2.6042e-06 2.5112e-03 1.3993e-11 1.2824e+01 1.2860e-13 1.2823e+01 -1.7139e-04 1.7827e+02 5.6111e+03
9.7000e+00 2.3543e+00 2.4343e-06 1.9133e-03 2.6056e-06 2.3564e-03 1.3331e-11 1.4112e+01 1.0920e-13 1.4111e+01 -1.8313e-04 2.1881e+02 4.7283e+03
9.8000e+00 3.2014e+00 2.4393e-06 1.7935e-03 2.6062e-06 2.2089e-03 1.2700e-11 1.5548e+01 9.2208e-14 1.5549e+01 -1.9583e-04 2.6700e+02 3.9677e+03
9.9000e+00 4.3528e+00 2.4433e-06 1.6803e-03 2.6060e-06 2.0692e-03 1.2099e-11 1.7150e+01 7.7583e-14 1.7150e+01 -2.0962e-04 3.2469e+02 3.3220e+03
1.0000e+01 5.9178e+00 2.4462e-06 1.5731e-03 2.6051e-06 1.9368e-03 1.1524e-11 1.8934e+01 6.5160e-14 1.8934e+01 -2.2444e-04 3.9476e+02 2.7797e+03
1.0100e+01 8.0449e+00 2.4483e-06 1.4720e-03 2.6032e-06 1.8127e-03 1.0968e-11 2.0905e+01 5.5059e-14 2.0904e+01 -2.4002e-04 4.8467e+02 2.3427e+03
1.0200e+01 1.0936e+01 2.4496e-06 1.3765e-03 2.6008e-06 1.6949e-03 1.0442e-11 2.3110e+01 4.6322e-14 2.3109e+01 -2.5698e-04 5.9243e+02 1.9677e+03
1.0300e+01 1.4865e+01 2.4501e-06 1.2866e-03 2.5978e-06 1.5841e-03 9.9395e-12 2.5563e+01 3.8918e-14 2.5562e+01 -2.7521e-04 7.2401e+02 1.6520e+03
1.0400e+01 2.0204e+01 2.4500e-06 1.2018e-03 2.5943e-06 1.4797e-03 9.4600e-12 2.8293e+01 3.2788e-14 2.8293e+01 -2.9467e-04 8.8903e+02 1.3920e+03
1.0599e+01 3.7190e+01 2.4478e-06 1.0480e-03 2.5860e-06 1.2902e-03 8.5770e-12 3.4695e+01 2.3259e-14 3.4695e+01 -3.3805e-04 1.3377e+03 9.8989e+02
