7.74778225e+00 6.70351449e-01 1.73315169e-07 5.32000000e-04 2.21423887e-07 6.72540715e-04 6.72540715e-04 2.98241983e-13 3.85566248e+01 2.57785985e-18 3.86465886e+01
7.95015956e+00 1.27377746e+00 1.82793114e-07 4.80000000e-04 2.21342900e-07 5.83353512e-04 5.83353512e-04 2.64157185e-13 4.14898201e+01 3.18692380e-18 4.49376458e+01
8.15253687e+00 2.40871183e+00 1.90975738e-07 4.31000000e-04 2.21523874e-07 5.06282109e-04 5.06282109e-04 2.30072341e-13 4.46474996e+01 3.98113996e-18 5.27484206e+01
8.35491418e+00 4.53728840e+00 1.97895568e-07 3.86000000e-04 2.21528574e-07 4.39981372e-04 4.39981372e-04 1.95987557e-13 4.77101523e+01 4.89892133e-18 6.21620384e+01
8.55729149e+00 8.52088203e+00 2.03630893e-07 3.45000000e-04 2.21438804e-07 3.83041187e-04 3.83041187e-04 1.63322941e-13 5.05567546e+01 5.88455363e-18 7.35242150e+01
8.75966880e+00 1.59640612e+01 2.08289521e-07 3.07000000e-04 2.21392580e-07 3.33101726e-04 3.33101726e-04 1.33498835e-13 5.31848081e+01 6.89677338e-18 8.75413815e+01
8.96204611e+00 2.98545533e+01 2.11994457e-07 2.73000000e-04 2.21549222e-07 2.90947951e-04 2.90947951e-04 1.07935173e-13 5.59297542e+01 7.99209450e-18 1.04406488e+02
9.16442343e+00 5.57538119e+01 2.14872626e-07 2.42000000e-04 2.21586096e-07 2.53879236e-04 2.53879236e-04 8.52119717e-14 5.79624486e+01 8.90499557e-18 1.25106184e+02
9.36680074e+00 1.04011733e+02 2.17046602e-07 2.14000000e-04 2.21534265e-07 2.21483866e-04 2.21483866e-04 6.53292307e-14 5.87986911e+01 9.42272554e-18 1.50451544e+02
9.56917805e+00 1.93886301e+02 2.18629051e-07 1.88000000e-04 2.21436330e-07 1.92330079e-04 1.92330079e-04 4.82867898e-14 5.78966107e+01 9.32238064e-18 1.82717020e+02
9.77155536e+00 3.61206280e+02 2.19719635e-07 1.65000000e-04 2.21330662e-07 1.67307880e-04 1.67307880e-04 3.40847970e-14 5.47592154e+01 8.45532900e-18 2.22203411e+02
9.97393267e+00 6.72623583e+02 2.20403457e-07 1.45000000e-04 2.21452335e-07 1.46413294e-04 1.46413294e-04 2.55636002e-14 5.52981904e+01 8.69220515e-18 2.69889997e+02
1.01763100e+01 1.25212143e+03 2.20751008e-07 1.27000000e-04 2.21292458e-07 1.27680679e-04 1.27680679e-04 1.70424027e-14 4.98430676e+01 7.08946579e-18 3.29164847e+02
1.03786873e+01 2.33031671e+03 2.20818975e-07 1.10000000e-04 2.21449597e-07 1.10708207e-04 1.10708207e-04 1.70423987e-14 6.76258330e+01 1.30299161e-17 4.09376344e+02
1.05810646e+01 4.33616021e+03 2.20651598e-07 9.60000000e-05 2.21388090e-07 9.67674442e-05 9.67674442e-05 1.70423994e-14 9.20305802e+01 2.40238455e-17 5.04652726e+02
